campaign_ID,item_ID,quantity
RC-1100098,RI-0000035I,4
RC-1100098,RI-0000030I,2
RC-1100098,RI-0000027I,16
RC-1100098,RI-0000047I,3
RC-1100098,RI-0000032I,20
RC-1100098,RI-0000042I,27
RC-1100098,RI-0000037I,26
RC-1100098,RI-0000040I,13
RC-1100098,RI-0000044I,30
RC-1100098,RI-0000041I,24
RC-1100098,RI-0000039I,8
RC-1100098,RI-0000033I,12
RC-1100098,RI-0000045I,18
RC-1100098,RI-0000029I,22
RC-1100098,RI-0000050I,21
RC-1100098,RI-0000043I,19
RC-1100098,RI-0000001B,23
RC-1100098,RI-0000025H,17
RC-1100098,RI-0000024H,30
RC-1100098,RI-0000004C,16
RC-1100098,RI-0000003C,29
RC-1100098,RI-0000002C,13
RC-1100098,RI-0000060J,15
RC-1100098,RI-0000058J,13
RC-1100098,RI-0000057J,15
RC-1100098,RI-0000000A,9
RC-1100098,RI-0000006D,24
RC-1100098,RI-0000026D,8
RC-1100098,RI-0000000A,25
RC-1100099,RI-0000057J,10
RC-1100099,RI-0000060J,23
RC-1100099,RI-0000025H,9
RC-1100099,RI-0000024H,18
RC-1100099,RI-0000022G,8
RC-1100099,RI-0000023G,18
RC-1100099,RI-0000003C,3
RC-1100099,RI-0000004C,14
RC-1100100,RI-0000019G,20
RC-1100100,RI-0000058J,26
RC-1100100,RI-0000055J,22
RC-1100100,RI-0000054J,24
RC-1100100,RI-0000056J,9
RC-1100100,RI-0000053J,17
RC-1100100,RI-0000025H,21
RC-1100100,RI-0000012E,30
RC-1100100,RI-0000017E,13
RC-1100100,RI-0000015E,13
RC-1100100,RI-0000014E,17
RC-1100100,RI-0000007E,7
RC-1100100,RI-0000013E,11
RC-1100100,RI-0000000A,5
RC-1100100,RI-0000010F,16
RC-1100100,RI-0000011F,28
RC-1100100,RI-0000009F,16
RC-1100100,RI-0000031I,6
RC-1100100,RI-0000005D,25
RC-1100100,RI-0000004C,8
RC-1100100,RI-0000001B,24
RC-1100101,RI-0000002C,29
RC-1100101,RI-0000011F,15
RC-1100101,RI-0000024H,12
RC-1100101,RI-0000048I,23
RC-1100101,RI-0000030I,4
RC-1100101,RI-0000027I,15
RC-1100101,RI-0000031I,19
RC-1100101,RI-0000041I,16
RC-1100101,RI-0000043I,29
RC-1100101,RI-0000045I,10
RC-1100101,RI-0000033I,12
RC-1100101,RI-0000042I,18
RC-1100101,RI-0000021G,17
RC-1100101,RI-0000019G,21
RC-1100101,RI-0000020G,8
RC-1100101,RI-0000026D,6
RC-1100101,RI-0000001B,11
RC-1100101,RI-0000016E,22
RC-1100101,RI-0000015E,8
RC-1100101,RI-0000014E,7
RC-1100101,RI-0000018E,22
RC-1100101,RI-0000017E,28
RC-1100101,RI-0000012E,8
RC-1100101,RI-0000007E,3
RC-1100102,RI-0000056J,23
RC-1100102,RI-0000060J,23
RC-1100102,RI-0000058J,1
RC-1100102,RI-0000055J,6
RC-1100102,RI-0000053J,17
RC-1100102,RI-0000059J,20
RC-1100103,RI-0000003C,9
RC-1100103,RI-0000002C,17
RC-1100103,RI-0000011F,20
RC-1100103,RI-0000008F,28
RC-1100103,RI-0000009F,20
RC-1100103,RI-0000016E,12
RC-1100103,RI-0000007E,21
RC-1100103,RI-0000013E,22
RC-1100103,RI-0000049I,22
RC-1100103,RI-0000044I,24
RC-1100103,RI-0000031I,28
RC-1100103,RI-0000045I,6
RC-1100103,RI-0000034I,5
RC-1100103,RI-0000041I,27
RC-1100103,RI-0000036I,29
RC-1100103,RI-0000046I,9
RC-1100103,RI-0000047I,16
RC-1100103,RI-0000032I,9
RC-1100103,RI-0000027I,27
RC-1100103,RI-0000029I,4
RC-1100103,RI-0000048I,7
RC-1100103,RI-0000038I,26
RC-1100103,RI-0000051I,19
RC-1100103,RI-0000028I,14
RC-1100103,RI-0000043I,21
RC-1100103,RI-0000035I,17
RC-1100103,RI-0000042I,11
RC-1100103,RI-0000030I,26
RC-1100103,RI-0000033I,17
RC-1100103,RI-0000037I,14
RC-1100103,RI-0000050I,3
RC-1100103,RI-0000059J,6
RC-1100103,RI-0000055J,1
RC-1100103,RI-0000054J,7
RC-1100103,RI-0000057J,12
RC-1100103,RI-0000052J,14
RC-1100103,RI-0000056J,15
RC-1100103,RI-0000058J,22
RC-1100103,RI-0000053J,12
RC-1100103,RI-0000060J,18
RC-1100104,RI-0000026D,11
RC-1100104,RI-0000005D,23
RC-1100104,RI-0000006D,20
RC-1100104,RI-0000000A,25
RC-1100104,RI-0000010F,23
RC-1100104,RI-0000011F,16
RC-1100104,RI-0000004C,27
RC-1100104,RI-0000014E,14
RC-1100104,RI-0000007E,21
RC-1100104,RI-0000017E,6
RC-1100104,RI-0000018E,2
RC-1100104,RI-0000058J,3
RC-1100104,RI-0000052J,25
RC-1100104,RI-0000045I,11
RC-1100104,RI-0000031I,1
RC-1100104,RI-0000029I,16
RC-1100104,RI-0000034I,2
RC-1100104,RI-0000038I,21
RC-1100104,RI-0000039I,20
RC-1100104,RI-0000036I,30
RC-1100104,RI-0000049I,25
RC-1100104,RI-0000044I,8
RC-1100104,RI-0000051I,7
RC-1100104,RI-0000048I,2
RC-1100104,RI-0000027I,17
RC-1100104,RI-0000035I,7
RC-1100104,RI-0000032I,13
RC-1100104,RI-0000042I,1
RC-1100104,RI-0000050I,19
RC-1100104,RI-0000033I,17
RC-1100104,RI-0000040I,5
RC-1100104,RI-0000043I,24
RC-1100104,RI-0000028I,8
RC-1100104,RI-0000047I,23
RC-1100104,RI-0000037I,12
RC-1100105,RI-0000055J,1
RC-1100105,RI-0000001B,25
RC-1100105,RI-0000006D,5
RC-1100105,RI-0000005D,20
RC-1100105,RI-0000026D,24
RC-1100105,RI-0000004C,9
RC-1100105,RI-0000003C,21
RC-1100105,RI-0000016E,13
RC-1100105,RI-0000007E,21
RC-1100105,RI-0000014E,2
RC-1100105,RI-0000025H,17
RC-1100105,RI-0000000A,29
RC-1100106,RI-0000006D,4
RC-1100106,RI-0000026D,17
RC-1100107,RI-0000024H,13
RC-1100107,RI-0000025H,8
RC-1100107,RI-0000002C,14
RC-1100107,RI-0000052J,23
RC-1100107,RI-0000059J,21
RC-1100107,RI-0000055J,30
RC-1100107,RI-0000056J,17
RC-1100107,RI-0000058J,15
RC-1100107,RI-0000060J,21
RC-1100107,RI-0000057J,20
RC-1100108,RI-0000051I,3
RC-1100108,RI-0000036I,6
RC-1100108,RI-0000042I,26
RC-1100108,RI-0000027I,20
RC-1100108,RI-0000001B,15
RC-1100108,RI-0000053J,23
RC-1100108,RI-0000052J,13
RC-1100108,RI-0000058J,7
RC-1100108,RI-0000054J,4
RC-1100108,RI-0000055J,3
RC-1100108,RI-0000057J,25
RC-1100108,RI-0000060J,3
RC-1100108,RI-0000056J,29
RC-1100108,RI-0000059J,13
RC-1100108,RI-0000000A,26
RC-1100108,RI-0000025H,17
RC-1100108,RI-0000024H,24
RC-1100108,RI-0000005D,19
RC-1100108,RI-0000009F,2
RC-1100108,RI-0000010F,2
RC-1100108,RI-0000011F,3
RC-1100109,RI-0000024H,25
RC-1100109,RI-0000001B,29
RC-1100109,RI-0000014E,23
RC-1100109,RI-0000018E,28
RC-1100109,RI-0000055J,14
RC-1100109,RI-0000052J,9
RC-1100109,RI-0000059J,4
RC-1100109,RI-0000058J,14
RC-1100109,RI-0000056J,18
RC-1100109,RI-0000054J,2
RC-1100109,RI-0000057J,20
RC-1100109,RI-0000060J,10
RC-1100109,RI-0000053J,2
RC-1100109,RI-0000011F,28
RC-1100109,RI-0000008F,30
RC-1100109,RI-0000009F,17
RC-1100109,RI-0000038I,26
RC-1100109,RI-0000033I,23
RC-1100109,RI-0000045I,6
RC-1100109,RI-0000041I,14
RC-1100109,RI-0000046I,15
RC-1100109,RI-0000028I,23
RC-1100109,RI-0000044I,26
RC-1100109,RI-0000043I,4
RC-1100109,RI-0000036I,30
RC-1100109,RI-0000029I,20
RC-1100109,RI-0000051I,13
RC-1100109,RI-0000031I,22
RC-1100109,RI-0000004C,10
RC-1100109,RI-0000003C,14
RC-1100109,RI-0000002C,20
RC-1100110,RI-0000017E,26
RC-1100110,RI-0000016E,1
RC-1100110,RI-0000018E,22
RC-1100110,RI-0000015E,8
RC-1100110,RI-0000012E,11
RC-1100110,RI-0000013E,21
RC-1100110,RI-0000014E,2
RC-1100110,RI-0000036I,22
RC-1100110,RI-0000030I,3
RC-1100110,RI-0000027I,30
RC-1100110,RI-0000031I,6
RC-1100110,RI-0000043I,7
RC-1100110,RI-0000045I,23
RC-1100110,RI-0000051I,29
RC-1100110,RI-0000037I,23
RC-1100111,RI-0000020G,2
RC-1100111,RI-0000019G,20
RC-1100111,RI-0000023G,15
RC-1100111,RI-0000000A,13
RC-1100111,RI-0000002C,17
RC-1100111,RI-0000004C,24
RC-1100111,RI-0000003C,9
RC-1100112,RI-0000000A,17
RC-1100112,RI-0000004C,8
RC-1100112,RI-0000003C,25
RC-1100112,RI-0000056J,8
RC-1100112,RI-0000053J,11
RC-1100112,RI-0000060J,1
RC-1100112,RI-0000057J,20
RC-1100112,RI-0000055J,17
RC-1100112,RI-0000001B,25
RC-1100112,RI-0000026D,8
RC-1100112,RI-0000007E,4
RC-1100112,RI-0000021G,22
RC-1100112,RI-0000020G,16
RC-1100112,RI-0000022G,25
RC-1100112,RI-0000019G,14
RC-1100112,RI-0000025H,3
RC-1100112,RI-0000008F,4
RC-1100113,RI-0000024H,25
RC-1100113,RI-0000025H,3
RC-1100113,RI-0000003C,21
RC-1100113,RI-0000059J,14
RC-1100113,RI-0000052J,1
RC-1100113,RI-0000053J,19
RC-1100113,RI-0000058J,14
RC-1100113,RI-0000057J,18
RC-1100113,RI-0000054J,20
RC-1100113,RI-0000060J,28
RC-1100113,RI-0000055J,12
RC-1100113,RI-0000001B,28
RC-1100114,RI-0000000A,22
RC-1100114,RI-0000020G,29
RC-1100114,RI-0000021G,10
RC-1100114,RI-0000022G,10
RC-1100114,RI-0000005D,29
RC-1100114,RI-0000006D,2
RC-1100114,RI-0000026D,28
RC-1100114,RI-0000012E,13
RC-1100114,RI-0000017E,23
RC-1100114,RI-0000015E,16
RC-1100114,RI-0000016E,22
RC-1100114,RI-0000018E,29
RC-1100114,RI-0000010F,12
RC-1100114,RI-0000024H,5
RC-1100114,RI-0000025H,16
RC-1100115,RI-0000014E,9
RC-1100115,RI-0000016E,30
RC-1100115,RI-0000012E,25
RC-1100115,RI-0000013E,11
RC-1100115,RI-0000018E,2
RC-1100115,RI-0000017E,4
RC-1100115,RI-0000015E,5
RC-1100115,RI-0000007E,18
RC-1100116,RI-0000058J,6
RC-1100116,RI-0000056J,17
RC-1100116,RI-0000057J,14
RC-1100116,RI-0000002C,30
RC-1100116,RI-0000003C,5
RC-1100116,RI-0000012E,9
RC-1100116,RI-0000017E,15
RC-1100116,RI-0000018E,1
RC-1100116,RI-0000014E,6
RC-1100116,RI-0000024H,20
RC-1100116,RI-0000025H,24
RC-1100116,RI-0000011F,24
RC-1100116,RI-0000000A,8
RC-1100116,RI-0000005D,7
RC-1100116,RI-0000026D,23
RC-1100116,RI-0000019G,10
RC-1100116,RI-0000022G,16
RC-1100116,RI-0000034I,11
RC-1100116,RI-0000051I,4
RC-1100116,RI-0000046I,17
RC-1100116,RI-0000042I,24
RC-1100116,RI-0000035I,17
RC-1100116,RI-0000047I,22
RC-1100116,RI-0000032I,6
RC-1100116,RI-0000027I,26
RC-1100116,RI-0000029I,19
RC-1100116,RI-0000028I,27
RC-1100116,RI-0000033I,10
RC-1100116,RI-0000044I,24
RC-1100116,RI-0000041I,17
RC-1100116,RI-0000037I,9
RC-1100116,RI-0000001B,29
RC-1100117,RI-0000019G,18
RC-1100117,RI-0000009F,15
RC-1100117,RI-0000010F,26
RC-1100117,RI-0000006D,24
RC-1100117,RI-0000017E,28
RC-1100117,RI-0000014E,7
RC-1100117,RI-0000016E,5
RC-1100117,RI-0000013E,16
RC-1100117,RI-0000012E,30
RC-1100117,RI-0000015E,2
RC-1100117,RI-0000018E,28
RC-1100117,RI-0000007E,4
RC-1100117,RI-0000003C,23
RC-1100117,RI-0000001B,15
RC-1100117,RI-0000000A,2
RC-1100117,RI-0000059J,11
RC-1100117,RI-0000056J,4
RC-1100117,RI-0000024H,3
RC-1100117,RI-0000031I,29
RC-1100117,RI-0000039I,28
RC-1100117,RI-0000037I,5
RC-1100117,RI-0000049I,1
RC-1100117,RI-0000027I,12
RC-1100118,RI-0000007E,22
RC-1100118,RI-0000005D,13
RC-1100118,RI-0000006D,9
RC-1100118,RI-0000026D,29
RC-1100118,RI-0000039I,20
RC-1100118,RI-0000048I,24
RC-1100118,RI-0000034I,30
RC-1100118,RI-0000051I,29
RC-1100118,RI-0000046I,6
RC-1100118,RI-0000040I,2
RC-1100118,RI-0000028I,20
RC-1100118,RI-0000035I,3
RC-1100118,RI-0000038I,26
RC-1100118,RI-0000044I,15
RC-1100118,RI-0000033I,18
RC-1100118,RI-0000027I,8
RC-1100118,RI-0000030I,23
RC-1100118,RI-0000036I,8
RC-1100118,RI-0000047I,14
RC-1100118,RI-0000049I,17
RC-1100118,RI-0000041I,5
RC-1100118,RI-0000031I,16
RC-1100118,RI-0000050I,24
RC-1100118,RI-0000024H,6
RC-1100118,RI-0000023G,3
RC-1100118,RI-0000019G,30
RC-1100118,RI-0000000A,20
RC-1100118,RI-0000001B,2
RC-1100119,RI-0000009F,8
RC-1100119,RI-0000010F,13
RC-1100119,RI-0000011F,6
RC-1100119,RI-0000008F,12
RC-1100120,RI-0000001B,24
RC-1100120,RI-0000016E,9
RC-1100120,RI-0000015E,15
RC-1100120,RI-0000019G,17
RC-1100120,RI-0000022G,9
RC-1100120,RI-0000020G,7
RC-1100120,RI-0000000A,4
RC-1100120,RI-0000010F,29
RC-1100120,RI-0000008F,29
RC-1100120,RI-0000006D,10
RC-1100120,RI-0000005D,27
RC-1100121,RI-0000022G,16
RC-1100121,RI-0000021G,27
RC-1100121,RI-0000020G,6
RC-1100121,RI-0000019G,10
RC-1100121,RI-0000000A,24
RC-1100121,RI-0000003C,28
RC-1100121,RI-0000002C,23
RC-1100121,RI-0000024H,11
RC-1100121,RI-0000025H,10
RC-1100121,RI-0000017E,4
RC-1100121,RI-0000013E,9
RC-1100121,RI-0000028I,7
RC-1100121,RI-0000038I,23
RC-1100121,RI-0000047I,30
RC-1100121,RI-0000050I,19
RC-1100121,RI-0000011F,15
RC-1100122,RI-0000025H,6
RC-1100122,RI-0000024H,11
RC-1100122,RI-0000016E,22
RC-1100122,RI-0000013E,24
RC-1100122,RI-0000007E,7
RC-1100122,RI-0000018E,18
RC-1100122,RI-0000022G,18
RC-1100122,RI-0000020G,25
RC-1100122,RI-0000019G,4
RC-1100122,RI-0000002C,16
RC-1100122,RI-0000009F,10
RC-1100122,RI-0000008F,20
RC-1100122,RI-0000005D,9
RC-1100122,RI-0000006D,27
RC-1100122,RI-0000001B,22
RC-1100123,RI-0000006D,19
RC-1100123,RI-0000026D,4
RC-1100123,RI-0000005D,19
RC-1100123,RI-0000002C,11
RC-1100123,RI-0000003C,19
RC-1100123,RI-0000004C,8
RC-1100123,RI-0000023G,4
RC-1100123,RI-0000022G,29
RC-1100124,RI-0000001B,28
RC-1100125,RI-0000026D,28
RC-1100125,RI-0000006D,19
RC-1100125,RI-0000014E,15
RC-1100125,RI-0000015E,14
RC-1100125,RI-0000007E,6
RC-1100125,RI-0000045I,3
RC-1100125,RI-0000051I,5
RC-1100125,RI-0000029I,23
RC-1100125,RI-0000001B,3
RC-1100126,RI-0000009F,1
RC-1100126,RI-0000011F,3
RC-1100126,RI-0000008F,18
RC-1100126,RI-0000010F,25
RC-1100126,RI-0000001B,22
RC-1100126,RI-0000025H,23
RC-1100126,RI-0000024H,15
RC-1100126,RI-0000000A,1
RC-1100126,RI-0000002C,25
RC-1100126,RI-0000012E,4
RC-1100126,RI-0000015E,12
RC-1100126,RI-0000023G,16
RC-1100126,RI-0000021G,11
RC-1100126,RI-0000019G,16
RC-1100126,RI-0000020G,26
RC-1100126,RI-0000022G,14
RC-1100126,RI-0000037I,25
RC-1100126,RI-0000046I,3
RC-1100127,RI-0000000A,21
RC-1100127,RI-0000001B,24
RC-1100127,RI-0000003C,23
RC-1100128,RI-0000010F,13
RC-1100128,RI-0000005D,1
RC-1100128,RI-0000006D,1
RC-1100128,RI-0000026D,8
RC-1100128,RI-0000020G,8
RC-1100128,RI-0000019G,16
RC-1100128,RI-0000023G,1
RC-1100128,RI-0000022G,25
RC-1100128,RI-0000021G,27
RC-1100128,RI-0000000A,26
RC-1100128,RI-0000025H,11
RC-1100128,RI-0000031I,2
RC-1100128,RI-0000045I,4
RC-1100128,RI-0000037I,7
RC-1100128,RI-0000042I,1
RC-1100128,RI-0000039I,22
RC-1100128,RI-0000049I,13
RC-1100128,RI-0000040I,5
RC-1100128,RI-0000033I,3
RC-1100128,RI-0000029I,15
RC-1100128,RI-0000048I,29
RC-1100128,RI-0000044I,17
RC-1100128,RI-0000046I,9
RC-1100128,RI-0000032I,17
RC-1100128,RI-0000028I,8
RC-1100128,RI-0000036I,8
RC-1100128,RI-0000041I,22
RC-1100128,RI-0000030I,13
RC-1100128,RI-0000047I,26
RC-1100128,RI-0000001B,28
RC-1100128,RI-0000003C,10
RC-1100128,RI-0000002C,17
RC-1100129,RI-0000059J,4
RC-1100129,RI-0000057J,20
RC-1100129,RI-0000060J,12
RC-1100129,RI-0000052J,24
RC-1100129,RI-0000054J,11
RC-1100129,RI-0000053J,12
RC-1100129,RI-0000058J,9
RC-1100129,RI-0000056J,13
RC-1100129,RI-0000011F,10
RC-1100129,RI-0000025H,20
RC-1100129,RI-0000005D,16
RC-1100129,RI-0000001B,15
RC-1100129,RI-0000019G,2
RC-1100129,RI-0000022G,24
RC-1100129,RI-0000021G,27
RC-1100129,RI-0000023G,30
RC-1100129,RI-0000020G,9
RC-1100129,RI-0000033I,30
RC-1100129,RI-0000049I,9
RC-1100129,RI-0000047I,15
RC-1100129,RI-0000041I,12
RC-1100129,RI-0000036I,10
RC-1100129,RI-0000037I,2
RC-1100129,RI-0000042I,26
RC-1100129,RI-0000038I,16
RC-1100129,RI-0000048I,28
RC-1100129,RI-0000032I,12
RC-1100129,RI-0000027I,16
RC-1100129,RI-0000045I,10
RC-1100129,RI-0000030I,20
RC-1100129,RI-0000003C,21
RC-1100129,RI-0000007E,9
RC-1100129,RI-0000012E,29
RC-1100129,RI-0000014E,4
RC-1100129,RI-0000016E,1
RC-1100130,RI-0000024H,29
RC-1100130,RI-0000025H,4
RC-1100130,RI-0000004C,15
RC-1100130,RI-0000002C,20
RC-1100131,RI-0000024H,21
RC-1100131,RI-0000025H,5
RC-1100131,RI-0000005D,17
RC-1100131,RI-0000006D,18
RC-1100131,RI-0000026D,11
RC-1100131,RI-0000000A,23
RC-1100131,RI-0000021G,24
RC-1100131,RI-0000020G,6
RC-1100131,RI-0000019G,13
RC-1100131,RI-0000023G,29
RC-1100131,RI-0000012E,5
RC-1100131,RI-0000016E,24
RC-1100131,RI-0000046I,20
RC-1100131,RI-0000036I,18
RC-1100131,RI-0000034I,3
RC-1100131,RI-0000037I,15
RC-1100131,RI-0000051I,4
RC-1100131,RI-0000027I,15
RC-1100131,RI-0000050I,13
RC-1100131,RI-0000039I,19
RC-1100131,RI-0000045I,9
RC-1100131,RI-0000049I,22
RC-1100131,RI-0000047I,21
RC-1100131,RI-0000032I,13
RC-1100131,RI-0000048I,28
RC-1100131,RI-0000028I,5
RC-1100131,RI-0000038I,3
RC-1100131,RI-0000008F,19
RC-1100131,RI-0000009F,1
RC-1100131,RI-0000010F,24
RC-1100131,RI-0000003C,23
RC-1100131,RI-0000001B,16
RC-1100132,RI-0000022G,19
RC-1100132,RI-0000021G,20
RC-1100132,RI-0000000A,13
RC-1100133,RI-0000004C,5
RC-1100133,RI-0000019G,19
RC-1100133,RI-0000020G,14
RC-1100133,RI-0000022G,28
RC-1100133,RI-0000000A,7
RC-1100133,RI-0000054J,19
RC-1100133,RI-0000060J,5
RC-1100133,RI-0000053J,11
RC-1100133,RI-0000059J,2
RC-1100133,RI-0000058J,23
RC-1100133,RI-0000057J,24
RC-1100133,RI-0000052J,15
RC-1100133,RI-0000035I,15
RC-1100133,RI-0000039I,20
RC-1100133,RI-0000048I,11
RC-1100133,RI-0000030I,20
RC-1100133,RI-0000034I,10
RC-1100133,RI-0000031I,13
RC-1100133,RI-0000041I,6
RC-1100133,RI-0000036I,11
RC-1100133,RI-0000033I,12
RC-1100133,RI-0000045I,16
RC-1100133,RI-0000050I,9
RC-1100133,RI-0000037I,26
RC-1100133,RI-0000028I,23
RC-1100133,RI-0000032I,13
RC-1100133,RI-0000049I,14
RC-1100133,RI-0000044I,13
RC-1100133,RI-0000042I,13
RC-1100133,RI-0000047I,28
RC-1100133,RI-0000026D,20
RC-1100134,RI-0000060J,5
RC-1100134,RI-0000058J,24
RC-1100134,RI-0000004C,17
RC-1100134,RI-0000002C,1
RC-1100134,RI-0000016E,13
RC-1100134,RI-0000017E,16
RC-1100134,RI-0000013E,18
RC-1100134,RI-0000007E,11
RC-1100134,RI-0000014E,18
RC-1100134,RI-0000012E,12
RC-1100134,RI-0000018E,11
RC-1100134,RI-0000015E,29
RC-1100134,RI-0000009F,24
RC-1100134,RI-0000025H,3
RC-1100134,RI-0000024H,5
RC-1100134,RI-0000023G,25
RC-1100134,RI-0000019G,24
RC-1100134,RI-0000021G,10
RC-1100134,RI-0000001B,14
RC-1100134,RI-0000005D,17
RC-1100134,RI-0000006D,28
RC-1100134,RI-0000026D,23
RC-1100134,RI-0000038I,20
RC-1100134,RI-0000035I,15
RC-1100134,RI-0000027I,7
RC-1100134,RI-0000040I,2
RC-1100134,RI-0000030I,17
RC-1100134,RI-0000039I,26
RC-1100134,RI-0000034I,28
RC-1100134,RI-0000045I,8
RC-1100134,RI-0000032I,10
RC-1100134,RI-0000028I,26
RC-1100134,RI-0000031I,12
RC-1100134,RI-0000051I,1
RC-1100134,RI-0000037I,20
RC-1100134,RI-0000036I,2
RC-1100134,RI-0000047I,20
RC-1100135,RI-0000022G,24
RC-1100135,RI-0000023G,26
RC-1100135,RI-0000014E,18
RC-1100135,RI-0000053J,11
RC-1100135,RI-0000052J,27
RC-1100135,RI-0000059J,7
RC-1100135,RI-0000057J,12
RC-1100136,RI-0000047I,20
RC-1100136,RI-0000042I,9
RC-1100136,RI-0000036I,17
RC-1100136,RI-0000043I,16
RC-1100136,RI-0000041I,8
RC-1100136,RI-0000040I,27
RC-1100136,RI-0000034I,5
RC-1100136,RI-0000050I,6
RC-1100136,RI-0000032I,3
RC-1100137,RI-0000020G,11
RC-1100137,RI-0000023G,5
RC-1100137,RI-0000021G,5
RC-1100137,RI-0000019G,7
RC-1100137,RI-0000010F,30
RC-1100137,RI-0000057J,25
RC-1100137,RI-0000052J,6
RC-1100137,RI-0000060J,13
RC-1100137,RI-0000053J,14
RC-1100137,RI-0000058J,16
RC-1100137,RI-0000056J,30
RC-1100137,RI-0000054J,21
RC-1100137,RI-0000055J,30
RC-1100137,RI-0000059J,4
RC-1100137,RI-0000004C,25
RC-1100137,RI-0000003C,1
RC-1100137,RI-0000017E,24
RC-1100137,RI-0000013E,19
RC-1100137,RI-0000024H,9
RC-1100138,RI-0000054J,15
RC-1100138,RI-0000015E,20
RC-1100138,RI-0000013E,12
RC-1100138,RI-0000017E,7
RC-1100138,RI-0000007E,4
RC-1100138,RI-0000016E,19
RC-1100138,RI-0000012E,13
RC-1100138,RI-0000014E,1
RC-1100139,RI-0000026D,3
RC-1100139,RI-0000006D,1
RC-1100139,RI-0000000A,11
RC-1100139,RI-0000025H,9
RC-1100139,RI-0000024H,22
RC-1100139,RI-0000003C,22
RC-1100139,RI-0000002C,12
RC-1100139,RI-0000019G,20
RC-1100139,RI-0000020G,28
RC-1100139,RI-0000055J,26
RC-1100139,RI-0000056J,30
RC-1100139,RI-0000052J,1
RC-1100139,RI-0000053J,24
RC-1100139,RI-0000059J,6
RC-1100139,RI-0000001B,8
RC-1100139,RI-0000009F,16
RC-1100139,RI-0000011F,15
RC-1100139,RI-0000010F,25
RC-1100139,RI-0000008F,25
RC-1100139,RI-0000012E,29
RC-1100139,RI-0000017E,27
RC-1100139,RI-0000016E,30
RC-1100139,RI-0000007E,11
RC-1100139,RI-0000013E,9
RC-1100139,RI-0000014E,25
RC-1100139,RI-0000018E,24
RC-1100139,RI-0000015E,5
RC-1100139,RI-0000050I,8
RC-1100139,RI-0000034I,14
RC-1100139,RI-0000041I,29
RC-1100139,RI-0000033I,19
RC-1100139,RI-0000032I,3
RC-1100139,RI-0000027I,14
RC-1100139,RI-0000038I,3
RC-1100139,RI-0000030I,16
RC-1100139,RI-0000031I,19
RC-1100139,RI-0000044I,12
RC-1100139,RI-0000049I,25
RC-1100139,RI-0000040I,12
RC-1100139,RI-0000048I,28
RC-1100140,RI-0000025H,3
RC-1100140,RI-0000024H,1
RC-1100140,RI-0000014E,14
RC-1100140,RI-0000013E,23
RC-1100140,RI-0000018E,30
RC-1100140,RI-0000017E,1
RC-1100140,RI-0000007E,19
RC-1100140,RI-0000015E,2
RC-1100140,RI-0000012E,30
RC-1100140,RI-0000009F,11
RC-1100140,RI-0000008F,12
RC-1100140,RI-0000010F,20
RC-1100140,RI-0000005D,29
RC-1100140,RI-0000026D,22
RC-1100140,RI-0000006D,19
RC-1100140,RI-0000004C,3
RC-1100140,RI-0000003C,10
RC-1100140,RI-0000049I,26
RC-1100140,RI-0000033I,15
RC-1100140,RI-0000045I,28
RC-1100140,RI-0000050I,30
RC-1100140,RI-0000038I,13
RC-1100140,RI-0000042I,12
RC-1100140,RI-0000051I,30
RC-1100140,RI-0000043I,20
RC-1100140,RI-0000039I,8
RC-1100140,RI-0000047I,14
RC-1100140,RI-0000037I,30
RC-1100140,RI-0000032I,13
RC-1100140,RI-0000041I,21
RC-1100140,RI-0000031I,4
RC-1100140,RI-0000046I,4
RC-1100140,RI-0000000A,7
RC-1100140,RI-0000001B,22
RC-1100141,RI-0000022G,15
RC-1100142,RI-0000025H,10
RC-1100142,RI-0000024H,26
RC-1100142,RI-0000036I,13
RC-1100142,RI-0000038I,8
RC-1100142,RI-0000049I,21
RC-1100142,RI-0000044I,26
RC-1100142,RI-0000051I,30
RC-1100143,RI-0000013E,26
RC-1100143,RI-0000015E,23
RC-1100143,RI-0000017E,17
RC-1100143,RI-0000012E,15
RC-1100143,RI-0000016E,29
RC-1100143,RI-0000041I,8
RC-1100143,RI-0000047I,21
RC-1100143,RI-0000042I,23
RC-1100143,RI-0000010F,6
RC-1100143,RI-0000009F,1
RC-1100143,RI-0000008F,21
RC-1100143,RI-0000011F,26
RC-1100143,RI-0000000A,30
RC-1100143,RI-0000003C,20
RC-1100143,RI-0000004C,24
RC-1100143,RI-0000024H,17
RC-1100143,RI-0000060J,13
RC-1100143,RI-0000056J,13
RC-1100143,RI-0000054J,13
RC-1100143,RI-0000057J,12
RC-1100143,RI-0000052J,4
RC-1100143,RI-0000058J,8
RC-1100143,RI-0000059J,23
RC-1100143,RI-0000023G,25
RC-1100143,RI-0000022G,12
RC-1100143,RI-0000019G,27
RC-1100143,RI-0000021G,23
RC-1100143,RI-0000020G,12
RC-1100143,RI-0000001B,26
RC-1100144,RI-0000021G,1
RC-1100144,RI-0000019G,19
RC-1100144,RI-0000022G,26
RC-1100144,RI-0000058J,29
RC-1100144,RI-0000059J,30
RC-1100144,RI-0000054J,14
RC-1100144,RI-0000025H,24
RC-1100144,RI-0000000A,5
RC-1100145,RI-0000018E,15
RC-1100146,RI-0000009F,9
RC-1100146,RI-0000008F,4
RC-1100146,RI-0000011F,5
RC-1100146,RI-0000041I,1
