disaster_ID,latitude,longitude,order
H-2000160,65.391783,-55.210877,5
H-2000160,81.941149,-30.63711,6
H-2000160,63.032884,-38.414272,7
H-2000160,67.261935,-53.690942,8
H-2000160,63.03444,-34.85442,9
H-2000160,75.963759,-52.036541,10
H-2000160,76.381022,-38.325069,11
H-2000160,71.050545,-55.629908,12
H-2000160,63.252436,-52.447143,13
H-2000160,65.56746,-38.517212,14
H-2000160,65.504017,-46.300298,15
H-2000160,67.784972,-27.284062,16
H-2000160,80.230468,-45.792824,17
H-2000160,73.209954,-46.590277,18
H-2000160,70.242582,-32.305913,19
H-2000160,78.767902,-53.846104,20
H-2000160,75.44936,-44.875704,21
H-2000160,66.816792,-51.31396,22
H-2000160,77.517616,-22.948507,23
H-2000160,61.255343,-26.165951,24
H-2000160,61.251671,-48.8857,25
H-2000160,72.096954,-28.754573,26
H-2000160,74.291363,-40.208671,27
H-2000160,64.739452,-23.469719,28
H-2000160,69.94238,-32.99506,29
H-2000160,81.422831,-37.795967,30
H-2000160,69.36065,-21.599079,31
H-2000160,80.739899,-56.237258,32
H-2000160,82.447922,-39.971043,33
H-2000160,77.427556,-43.984413,34
H-2000161,-7.333948,-54.909109,1
H-2000161,-10.505108,-50.645754,2
H-2000161,-10.363257,-45.112608,3
H-2000161,-5.973217,-57.881986,4
H-2000161,-7.490298,-58.578402,5
H-2000161,-0.509662,-66.271083,6
H-2000161,-19.815859,-41.036191,7
H-2000161,0.177933,-50.440997,8
H-2000161,-10.035966,-61.597209,9
H-2000161,-14.934192,-62.245153,10
H-2000161,-3.201506,-51.009083,11
H-2000161,-19.374322,-44.291861,12
H-2000161,-15.095235,-55.038228,13
H-2000161,-3.971433,-66.86489,14
H-2000161,3.158591,-54.759135,15
H-2000161,-16.230807,-55.300259,16
H-2000161,-10.307423,-37.739326,17
H-2000161,1.969527,-66.726939,18
H-2000161,-18.546551,-59.109637,19
H-2000161,-17.170888,-37.652711,20
H-2000161,-15.592304,-42.082364,21
H-2000161,-3.680087,-53.268734,22
H-2000161,-1.093648,-53.747434,23
H-2000161,2.370732,-59.273984,24
H-2000161,3.358176,-56.257914,25
H-2000161,-6.812449,-62.958894,26
H-2000161,-8.520626,-62.913393,27
H-2000161,2.585736,-57.256751,28
H-2000161,1.154633,-65.588034,29
H-2000161,-9.188588,-68.01702,30
H-2000161,-4.72714,-37.62261,31
H-2000161,-12.973545,-47.956526,32
H-2000161,-13.652476,-49.945598,33
H-2000161,-12.686577,-63.07208,34
H-2000162,29.532542,39.634859,1
H-2000162,19.443258,37.314338,2
H-2000162,25.153537,51.583172,3
H-2000162,17.884125,38.989993,4
H-2000162,30.76296,44.847658,5
H-2000162,24.321754,45.302716,6
H-2000162,26.321743,50.129535,7
H-2000162,22.198801,41.955803,8
H-2000162,19.676274,47.07053,9
H-2000162,19.057317,41.666341,10
H-2000162,27.421762,45.824974,11
H-2000162,21.143912,44.809235,12
H-2000162,18.70493,51.446801,13
H-2000162,30.06039,35.50773,14
H-2000162,27.914891,52.167843,15
H-2000162,22.909915,48.066649,16
H-2000162,29.652468,41.975313,17
H-2000162,25.334123,39.940749,18
H-2000162,19.600315,49.53874,19
H-2000162,22.861149,52.475301,20
H-2000162,23.050833,36.726632,21
H-2000162,22.739556,37.841914,22
H-2000162,24.547693,51.464336,23
H-2000162,27.979166,53.381753,24
H-2000162,28.006014,47.512776,25
H-2000162,25.68465,37.777106,26
H-2000162,23.591451,47.984844,27
H-2000162,30.757502,38.941195,28
H-2000162,18.078163,53.5269,29
H-2000162,20.513502,51.804197,30
H-2000162,29.635976,38.52612,31
H-2000162,20.572355,45.471196,32
H-2000162,23.172867,49.495605,33
H-2000162,19.020831,43.26045,34
H-2000163,26.267981,77.8794,1
H-2000163,14.004122,84.913167,2
H-2000163,14.633345,81.833563,3
H-2000163,14.007423,76.173774,4
H-2000163,26.150272,74.047727,5
H-2000163,9.700501,79.627031,6
H-2000163,9.906682,85.631284,7
H-2000163,9.104953,70.459555,8
H-2000163,19.291316,76.389212,9
H-2000163,27.200081,74.196346,10
H-2000163,14.593285,77.075246,11
H-2000163,26.215712,76.946548,12
H-2000163,21.629137,86.168935,13
H-2000163,9.228374,86.066797,14
H-2000163,21.276205,85.668412,15
H-2000163,26.120352,82.942588,16
H-2000163,28.023023,84.624827,17
H-2000163,18.044537,72.312175,18
H-2000163,30.37001,77.26517,19
H-2000163,12.082857,84.38905,20
H-2000163,16.334356,80.996029,21
H-2000163,22.461414,79.414086,22
H-2000163,9.580871,87.027634,23
H-2000163,24.410139,69.877171,24
H-2000163,16.354279,68.345007,25
H-2000163,9.287787,73.358783,26
H-2000163,18.486047,85.494078,27
H-2000163,18.440939,81.720481,28
H-2000163,23.171177,82.701084,29
H-2000163,15.376023,84.536768,30
H-2000163,14.457987,84.707254,31
H-2000163,17.136398,69.729168,32
H-2000163,21.258998,69.281752,33
H-2000163,23.785053,76.677869,34
H-2000164,-8.883692,-59.870071,1
H-2000164,-14.616565,-38.595154,2
H-2000164,-10.257204,-49.798174,3
H-2000164,-18.248971,-36.543143,4
H-2000164,-3.245696,-38.431449,5
H-2000164,-3.73635,-54.507747,6
H-2000164,-15.482969,-69.326145,7
H-2000164,-3.560845,-67.423603,8
H-2000164,-10.440882,-65.165932,9
H-2000164,-9.826066,-38.900367,10
H-2000164,-6.268096,-35.34582,11
H-2000164,-11.856183,-48.234853,12
H-2000164,-15.31853,-36.472177,13
H-2000164,-18.664813,-69.67599,14
H-2000164,-2.573002,-56.933907,15
H-2000164,-7.626684,-57.865642,16
H-2000164,-2.165356,-39.779053,17
H-2000164,-12.724213,-64.991439,18
H-2000164,-5.086669,-51.830901,19
H-2000164,-4.81249,-56.638194,20
H-2000164,-13.372059,-64.28382,21
H-2000164,3.022879,-49.849643,22
H-2000164,-18.768313,-61.506045,23
H-2000164,-3.558331,-59.736631,24
H-2000164,-11.671648,-60.598674,25
H-2000164,-14.335686,-55.749604,26
H-2000164,-6.255407,-52.254974,27
H-2000164,-18.641205,-56.666997,28
H-2000164,-4.80424,-37.696055,29
H-2000164,-14.93858,-38.935396,30
H-2000164,-5.481251,-65.511613,31
H-2000164,-11.390092,-39.342449,32
H-2000164,-7.926241,-46.079123,33
H-2000164,-19.753404,-64.701713,34
H-2000165,-40.147186,-56.006297,1
H-2000165,-32.250358,-69.326371,2
H-2000165,-26.127005,-60.672415,3
H-2000165,-22.545095,-69.626723,4
H-2000165,-49.543668,-60.743979,5
H-2000165,-27.711147,-62.610178,6
H-2000165,-38.120398,-59.276592,7
H-2000165,-49.299736,-66.587723,8
H-2000165,-27.540027,-60.53926,9
H-2000165,-26.150824,-64.044123,10
H-2000165,-22.276257,-56.35516,11
H-2000165,-47.024717,-68.606165,12
H-2000165,-48.499593,-69.209939,13
H-2000165,-38.805479,-64.611791,14
H-2000165,-25.161694,-60.177278,15
H-2000165,-45.800752,-58.871036,16
H-2000165,-40.485919,-66.537629,17
H-2000165,-35.617201,-64.683247,18
H-2000165,-26.27223,-56.667929,19
H-2000165,-29.170666,-67.455981,20
H-2000165,-42.798492,-60.704074,21
H-2000165,-32.996792,-68.068371,22
H-2000165,-22.104025,-59.066162,23
H-2000165,-31.039626,-61.731175,24
H-2000165,-32.518234,-57.910262,25
H-2000165,-22.421083,-63.811213,26
H-2000165,-43.668281,-64.346687,27
H-2000165,-33.597251,-67.24989,28
H-2000165,-44.390186,-69.553355,29
H-2000165,-40.20829,-55.747178,30
H-2000165,-43.723649,-63.035847,31
H-2000165,-26.570423,-68.296967,32
H-2000165,-37.912807,-67.487264,33
H-2000165,-42.85389,-66.058581,34
H-2000166,-0.146564,23.137951,1
H-2000166,-11.148362,13.138623,2
H-2000166,-0.30022,16.720499,3
H-2000166,-10.131481,16.945738,4
H-2000166,0.400485,15.029763,5
H-2000166,-1.41931,24.188487,6
H-2000166,3.758828,25.356228,7
H-2000166,-5.676683,23.133089,8
H-2000166,-12.954767,18.538611,9
H-2000166,-5.928801,23.595359,10
H-2000166,-13.128534,28.834851,11
H-2000166,-2.380358,21.540629,12
H-2000166,3.335674,15.313118,13
H-2000166,-6.696502,19.597435,14
H-2000166,-6.5726,13.43941,15
H-2000166,1.85572,13.868383,16
H-2000166,4.553517,22.163183,17
H-2000166,-10.701898,15.203754,18
H-2000166,-8.969639,18.814844,19
H-2000166,-10.986903,13.304447,20
H-2000166,-3.356379,23.05714,21
H-2000166,-3.655398,28.046515,22
H-2000166,-8.01449,26.618732,23
H-2000166,-11.663298,26.311235,24
H-2000166,3.997197,21.327478,25
H-2000166,0.03327,12.962198,26
H-2000166,0.330953,25.081711,27
H-2000166,-3.495529,14.831716,28
H-2000166,-12.828555,20.306241,29
H-2000166,-7.042869,15.111381,30
H-2000166,-9.839529,20.018394,31
H-2000166,0.155011,26.957288,32
H-2000166,1.942822,21.75315,33
H-2000166,-0.317961,19.696814,34
H-2000167,-22.669713,-63.009669,1
H-2000167,-35.794884,-64.1442,2
H-2000167,-23.763216,-66.299318,3
H-2000167,-28.794654,-68.074628,4
H-2000167,-42.25506,-58.738486,5
H-2000167,-34.956544,-56.849313,6
H-2000167,-27.634883,-64.356982,7
H-2000167,-27.069022,-61.317805,8
H-2000167,-43.777019,-69.69607,9
H-2000167,-30.817662,-64.765959,10
H-2000167,-30.286239,-66.847023,11
H-2000167,-43.500408,-66.531351,12
H-2000167,-29.675203,-60.407373,13
H-2000167,-39.251225,-65.739453,14
H-2000167,-42.194523,-65.686983,15
H-2000167,-42.793691,-59.875571,16
H-2000167,-47.472048,-68.263793,17
H-2000167,-46.057113,-67.428053,18
H-2000167,-30.383665,-58.313183,19
H-2000167,-33.474988,-55.739653,20
H-2000167,-31.983967,-67.725123,21
H-2000167,-49.676179,-64.027289,22
H-2000167,-40.378593,-58.746147,23
H-2000167,-27.163249,-60.639482,24
H-2000167,-35.188171,-68.676785,25
H-2000167,-37.293847,-55.442178,26
H-2000167,-31.24468,-57.03532,27
H-2000167,-44.312313,-57.836911,28
H-2000167,-47.40668,-57.179386,29
H-2000167,-47.174923,-65.561066,30
H-2000167,-39.348447,-69.431743,31
H-2000167,-39.481829,-67.360122,32
H-2000167,-48.451251,-61.863952,33
H-2000167,-38.120423,-55.429455,34
H-2000168,-33.364446,-57.571937,1
H-2000168,-39.811533,-67.350134,2
H-2000168,-30.829494,-60.771921,3
H-2000168,-43.840761,-66.64183,4
H-2000168,-48.093737,-60.80648,5
H-2000168,-30.049097,-60.559398,6
H-2000168,-48.880934,-60.365522,7
H-2000168,-30.998608,-62.307141,8
H-2000168,-26.785777,-65.098694,9
H-2000168,-39.166026,-61.502756,10
H-2000168,-27.636,-55.386532,11
H-2000168,-41.73998,-68.063804,12
H-2000168,-33.478193,-68.681427,13
H-2000168,-34.87142,-59.439641,14
H-2000168,-39.0173,-64.854818,15
H-2000168,-25.136566,-63.994918,16
H-2000168,-48.078725,-69.701351,17
H-2000168,-32.741348,-66.062251,18
H-2000168,-44.255584,-69.795206,19
H-2000168,-42.494193,-59.091004,20
H-2000168,-34.498317,-69.792272,21
H-2000168,-27.858165,-60.640062,22
H-2000168,-44.006916,-62.146456,23
H-2000168,-31.210364,-57.067453,24
H-2000168,-50.457266,-55.322889,25
H-2000168,-39.150846,-68.694141,26
H-2000168,-33.602268,-68.936712,27
H-2000168,-28.102409,-66.278312,28
H-2000168,-40.277631,-60.199287,29
H-2000168,-37.431858,-68.26434,30
H-2000168,-24.985616,-67.598325,31
H-2000168,-50.827067,-63.208755,32
H-2000168,-47.27191,-58.675209,33
H-2000168,-38.286665,-57.978744,34
H-2000169,-36.198088,150.864485,1
H-2000169,-35.781528,133.575921,2
H-2000169,-20.202168,130.684104,3
H-2000169,-19.288928,151.147526,4
H-2000169,-13.343242,115.782573,5
H-2000169,-33.375723,129.597291,6
H-2000169,-36.70212,121.522794,7
H-2000169,-36.427288,125.712754,8
H-2000169,-30.824109,121.418537,9
H-2000169,-36.898559,124.307091,10
H-2000169,-11.209886,120.655621,11
H-2000169,-33.004123,120.398724,12
H-2000169,-27.772527,132.687129,13
H-2000169,-11.979952,121.161868,14
H-2000169,-20.065324,119.201351,15
H-2000169,-35.336112,151.185467,16
H-2000169,-25.954759,144.098985,17
H-2000169,-25.890597,114.546311,18
H-2000169,-25.516862,121.089865,19
H-2000169,-26.500012,125.457295,20
H-2000169,-24.564484,118.954745,21
H-2000169,-14.511399,146.858549,22
H-2000169,-36.220056,139.282213,23
H-2000169,-38.408771,115.537413,24
H-2000169,-23.728805,117.092045,25
H-2000169,-31.512682,118.036203,26
H-2000169,-19.794565,137.333916,27
H-2000169,-24.383431,120.932196,28
H-2000169,-19.097415,113.933489,29
H-2000169,-32.887244,118.226467,30
H-2000169,-35.19925,134.129991,31
H-2000169,-11.899572,129.699493,32
H-2000169,-34.878215,114.513879,33
H-2000169,-15.499372,139.543131,34
H-2000170,19.091559,-91.215426,1
H-2000170,22.254058,-91.545229,2
H-2000170,25.184983,-90.624612,3
H-2000170,17.103817,-115.517668,4
H-2000170,16.595713,-115.004823,5
H-2000170,26.682657,-107.858228,6
H-2000170,30.499586,-96.567284,7
H-2000170,29.33002,-91.477392,8
H-2000170,26.204113,-101.173413,9
H-2000170,23.094576,-109.312258,10
H-2000170,18.66153,-98.031553,11
H-2000170,22.18432,-92.722757,12
H-2000170,22.798407,-112.826839,13
H-2000170,16.994575,-102.06316,14
H-2000170,22.814121,-97.596973,15
H-2000170,21.730398,-87.967057,16
H-2000170,16.306795,-108.200117,17
H-2000170,30.032031,-106.233143,18
H-2000170,28.322871,-96.261666,19
H-2000170,20.679099,-102.377689,20
H-2000170,29.663374,-104.912234,21
H-2000170,25.943492,-100.274449,22
H-2000170,18.326105,-101.07573,23
H-2000170,26.657239,-103.596241,24
H-2000170,29.972038,-106.60385,25
H-2000170,28.676392,-105.293474,26
H-2000170,25.860858,-97.149599,27
H-2000170,20.934558,-98.200396,28
H-2000170,21.365668,-95.217212,29
H-2000170,27.469118,-88.542236,30
H-2000170,22.909102,-110.37054,31
H-2000170,19.21406,-103.382731,32
H-2000170,19.411039,-96.678416,33
H-2000170,28.801773,-112.489601,34
H-2000171,-1.026083,22.805829,1
H-2000171,-8.858328,19.782708,2
H-2000171,4.105324,25.681783,3
H-2000171,4.030897,18.260992,4
H-2000171,-6.422078,22.134244,5
H-2000171,3.401497,24.640051,6
H-2000171,-3.668991,14.821222,7
H-2000171,0.750226,23.891793,8
H-2000171,-11.939915,18.76537,9
H-2000171,-3.633917,20.59786,10
H-2000171,1.248083,14.752975,11
H-2000171,-4.495613,14.20989,12
H-2000171,0.00814,19.50676,13
H-2000171,-6.334999,25.393901,14
H-2000171,-10.036341,27.247059,15
H-2000171,-12.594351,21.667491,16
H-2000171,0.917479,27.569787,17
H-2000171,-0.189571,16.838786,18
H-2000171,-3.068898,22.222972,19
H-2000171,-10.216018,19.975684,20
H-2000171,-11.301135,16.415977,21
H-2000171,-12.262946,13.051396,22
H-2000171,-5.284998,28.622926,23
H-2000171,-12.757233,15.940561,24
H-2000171,-6.51892,21.51528,25
H-2000171,-7.851897,23.162143,26
H-2000171,-1.570747,21.583146,27
H-2000171,0.837426,20.001106,28
H-2000171,-2.25604,28.76826,29
H-2000171,-2.223262,14.390691,30
H-2000171,-7.174794,23.823236,31
H-2000171,2.671783,16.339875,32
H-2000171,4.18392,20.125936,33
H-2000171,-10.651412,14.215178,34
H-2000172,8.600602,73.256572,1
H-2000172,10.98977,76.70698,2
H-2000172,24.866609,71.200497,3
H-2000172,19.564518,73.350497,4
H-2000172,12.021285,82.930172,5
H-2000172,26.528312,86.587874,6
H-2000172,13.406714,79.17645,7
H-2000172,26.388848,75.008281,8
H-2000172,15.567208,76.220735,9
H-2000172,29.678116,79.074382,10
H-2000172,23.561045,70.893666,11
H-2000172,13.037691,71.003771,12
H-2000172,22.049741,73.069723,13
H-2000172,22.153426,72.191879,14
H-2000172,10.36544,82.597132,15
H-2000172,16.489729,76.590445,16
H-2000172,22.615321,83.79467,17
H-2000172,16.409844,86.487063,18
H-2000172,27.889463,80.728653,19
H-2000172,16.257842,83.411,20
H-2000172,15.427626,71.364427,21
H-2000172,18.484605,78.669858,22
H-2000172,20.327775,84.1802,23
H-2000172,17.54503,81.315541,24
H-2000172,16.444982,72.204247,25
H-2000172,11.487171,82.199648,26
H-2000172,13.721803,71.300569,27
H-2000172,18.1244,72.274116,28
H-2000172,12.553159,75.380585,29
H-2000172,12.821506,72.928178,30
H-2000172,9.110507,71.146256,31
H-2000172,15.800923,80.258865,32
H-2000172,30.135948,70.436477,33
H-2000172,12.772626,81.89826,34
H-2000173,1.015386,115.264134,1
H-2000173,-0.309358,116.495688,2
H-2000173,-3.534295,116.882679,3
H-2000173,-5.399718,119.910897,4
H-2000173,0.376744,105.513923,5
H-2000173,-7.434272,116.562802,6
H-2000173,7.301694,108.034297,7
H-2000173,-9.639603,125.95025,8
H-2000173,4.520397,118.013253,9
H-2000173,-0.285623,138.527244,10
H-2000173,-8.388044,117.476699,11
H-2000173,-9.615636,123.02513,12
H-2000173,3.932139,140.096263,13
H-2000173,-6.204515,109.217609,14
H-2000173,-5.004726,135.166974,15
H-2000173,5.896355,105.359218,16
H-2000173,7.48799,121.484505,17
H-2000173,3.383978,122.354818,18
H-2000173,-0.44977,136.704917,19
H-2000173,-1.523397,104.081289,20
H-2000173,-6.888099,113.450516,21
H-2000173,2.015397,120.912919,22
H-2000173,-2.173005,106.186998,23
H-2000173,7.538484,121.283354,24
H-2000173,2.623305,134.807167,25
H-2000173,-9.380895,112.818285,26
H-2000173,-4.486632,113.647607,27
H-2000173,-6.918375,124.68517,28
H-2000173,-2.165249,135.40025,29
H-2000173,-2.828426,136.036767,30
H-2000173,-8.360877,99.610276,31
H-2000173,-7.831484,138.561643,32
H-2000173,7.285648,133.08066,33
H-2000173,-6.985942,132.412482,34
H-2000174,-4.186935,-42.349978,1
H-2000174,-2.939995,-61.836724,2
H-2000174,3.249547,-64.132167,3
H-2000174,1.414435,-64.488039,4
H-2000174,-1.121996,-55.747632,5
H-2000174,-0.570515,-38.475978,6
H-2000174,1.722033,-40.445719,7
H-2000174,-18.911455,-70.318757,8
H-2000174,-12.723994,-44.575325,9
H-2000174,-7.50667,-35.50167,10
H-2000174,-13.507024,-52.268728,11
H-2000174,-19.44354,-39.720318,12
H-2000174,-7.413389,-70.11116,13
H-2000174,-5.218274,-40.039622,14
H-2000174,-8.04965,-36.32188,15
H-2000174,-7.910717,-45.073659,16
H-2000174,-15.239028,-45.985155,17
H-2000174,-3.356867,-68.714213,18
H-2000174,-4.503667,-55.490264,19
H-2000174,-18.685172,-48.059283,20
H-2000174,-15.955686,-45.804397,21
H-2000174,-1.733469,-38.169765,22
H-2000174,-16.994906,-51.188704,23
H-2000174,-0.600949,-57.83407,24
H-2000174,2.690759,-41.740984,25
H-2000174,-18.696624,-35.998014,26
H-2000174,-0.57756,-39.217303,27
H-2000174,-12.543775,-48.852214,28
H-2000174,-20.413708,-55.566574,29
H-2000174,-1.595072,-57.017589,30
H-2000174,-20.971831,-35.942859,31
H-2000174,0.823625,-65.408676,32
H-2000174,-19.005984,-44.490771,33
H-2000174,-19.135654,-50.609962,34
H-2000175,19.316596,45.311025,1
H-2000175,28.550662,43.303104,2
H-2000175,26.118598,43.207709,3
H-2000175,22.088983,36.251164,4
H-2000175,24.578086,49.580914,5
H-2000175,20.516628,42.476225,6
H-2000175,24.933078,51.309237,7
H-2000175,24.414769,39.98916,8
H-2000175,29.601174,43.021393,9
H-2000175,26.040861,49.961297,10
H-2000175,30.890195,38.978582,11
H-2000175,25.392988,53.969167,12
H-2000175,19.512648,38.164521,13
H-2000175,21.75338,53.848283,14
H-2000175,27.200033,36.616879,15
H-2000175,18.19352,51.887689,16
H-2000175,21.671349,40.923065,17
H-2000175,23.357651,39.772656,18
H-2000175,25.157299,52.062977,19
H-2000175,18.599585,45.518001,20
H-2000175,23.800086,43.344872,21
H-2000175,18.157106,40.90421,22
H-2000175,25.227798,45.630026,23
H-2000175,30.99426,48.830678,24
H-2000175,22.114209,51.164082,25
H-2000175,20.155295,52.316377,26
H-2000175,20.273462,46.317714,27
H-2000175,26.819645,48.086047,28
H-2000175,21.174672,48.907967,29
H-2000175,27.828413,46.321104,30
H-2000175,20.074098,47.665252,31
H-2000175,22.745315,50.443353,32
H-2000175,28.672508,44.151426,33
H-2000175,17.643139,39.126246,34
H-2000176,21.889238,7.97337,1
H-2000176,26.702353,-8.003972,2
H-2000176,22.914688,-5.44998,3
H-2000176,31.97828,-0.237071,4
H-2000176,36.478609,-5.457865,5
H-2000176,30.716601,-3.837676,6
H-2000176,33.284029,10.994,7
H-2000176,28.415765,-0.17834,8
H-2000176,33.773428,-1.678332,9
H-2000176,33.026302,10.219518,10
H-2000176,34.439136,8.117997,11
H-2000176,21.898087,1.428319,12
H-2000176,29.414532,-0.992615,13
H-2000176,20.374541,9.370992,14
H-2000176,22.023887,2.971027,15
H-2000176,20.501631,-1.528664,16
H-2000176,21.221301,4.180105,17
H-2000176,35.069032,-6.622941,18
H-2000176,26.99625,8.198078,19
H-2000176,21.71201,-1.43782,20
H-2000176,27.024318,-1.524255,21
H-2000176,33.139198,7.825869,22
H-2000176,22.213993,11.335552,23
H-2000176,30.769124,3.445737,24
H-2000176,29.04933,0.912759,25
H-2000176,28.415182,-3.173645,26
H-2000176,28.848125,-1.799,27
H-2000176,24.720405,0.025844,28
H-2000176,22.649266,6.127208,29
H-2000176,19.513997,-6.129021,30
H-2000176,24.870778,-5.086359,31
H-2000176,28.881551,10.786501,32
H-2000176,24.591128,2.655726,33
H-2000176,35.297361,2.324602,34
H-2000177,18.412649,41.115803,1
H-2000177,17.680547,39.638383,2
H-2000177,24.185049,39.924121,3
H-2000177,20.83037,44.429576,4
H-2000177,17.611269,45.061386,5
H-2000177,20.815281,41.186864,6
H-2000177,19.19431,43.482033,7
H-2000177,28.40745,40.499027,8
H-2000177,26.839258,38.087888,9
H-2000177,18.674038,47.361014,10
H-2000177,23.721832,53.203419,11
H-2000177,19.531641,40.353636,12
H-2000177,27.574973,46.230498,13
H-2000177,26.712422,47.774481,14
H-2000177,24.388634,49.099077,15
H-2000177,25.629517,40.432289,16
H-2000177,30.374302,47.735276,17
H-2000177,30.217044,45.749003,18
H-2000177,19.816306,46.383972,19
H-2000177,25.430188,44.282037,20
H-2000177,29.898368,38.532857,21
H-2000177,20.419818,50.983071,22
H-2000177,20.787963,51.4119,23
H-2000177,26.119489,52.791238,24
H-2000177,28.469907,42.736055,25
H-2000177,22.296088,36.866776,26
H-2000177,27.401057,44.343675,27
H-2000177,19.761854,45.180292,28
H-2000177,28.182937,50.277009,29
H-2000177,20.264946,35.615002,30
H-2000177,23.700372,47.879156,31
H-2000177,23.816164,43.755039,32
H-2000177,29.707105,39.372819,33
H-2000177,30.30636,51.785637,34
H-2000178,-6.336568,22.40968,1
H-2000178,2.005342,20.485886,2
H-2000178,-9.985424,22.562556,3
H-2000178,3.528873,16.483236,4
H-2000178,-3.329439,23.254211,5
H-2000178,-1.319925,13.956054,6
H-2000178,0.641565,16.337168,7
H-2000178,-9.353465,25.538248,8
H-2000178,-2.268601,15.839017,9
H-2000178,-10.578195,16.072243,10
H-2000178,-5.145177,26.946424,11
H-2000178,4.343865,25.732574,12
H-2000178,2.253988,19.695766,13
H-2000178,0.024572,19.132267,14
H-2000178,-7.841019,18.277736,15
H-2000178,-10.245386,20.364409,16
H-2000178,2.024288,12.760323,17
H-2000178,-5.173682,18.569773,18
H-2000178,-10.546526,18.969331,19
H-2000178,-4.113419,17.71995,20
H-2000178,-1.595648,16.778048,21
H-2000178,1.773268,17.778484,22
H-2000178,-12.335507,13.117529,23
H-2000178,-2.734824,28.446594,24
H-2000178,-8.193118,28.73454,25
H-2000178,-5.812232,14.331616,26
H-2000178,-5.945485,15.26363,27
H-2000178,-10.768524,28.929719,28
H-2000178,-2.936873,13.760362,29
H-2000178,-12.263143,25.272544,30
H-2000178,2.031291,24.227321,31
H-2000178,-9.187423,13.814445,32
H-2000178,-10.364501,24.835407,33
H-2000178,-4.318815,20.548692,34
H-2000179,35.538058,102.739087,1
H-2000179,29.295993,90.413548,2
H-2000179,28.607004,120.29214,3
H-2000179,32.768456,107.790858,4
H-2000179,36.791403,107.467751,5
H-2000179,36.081516,97.89265,6
H-2000179,28.457612,117.612525,7
H-2000179,31.945374,90.19987,8
H-2000179,27.372855,97.394654,9
H-2000179,23.485934,88.933583,10
H-2000179,36.175977,116.353462,11
H-2000179,24.869803,109.025977,12
H-2000179,37.997511,108.74653,13
H-2000179,25.128164,89.919966,14
H-2000179,35.295522,118.009542,15
H-2000179,29.15751,113.077236,16
H-2000179,35.362147,107.010362,17
H-2000179,31.0365,93.428926,18
H-2000179,25.815185,94.697682,19
H-2000179,24.181629,106.684812,20
H-2000179,33.025962,89.513745,21
H-2000179,25.963507,103.298016,22
H-2000179,38.290901,104.745632,23
H-2000179,25.827394,110.884687,24
H-2000179,37.585898,99.830396,25
H-2000179,32.95346,96.230264,26
H-2000179,34.989785,114.842715,27
H-2000179,36.103156,112.350036,28
H-2000179,36.549014,104.169382,29
H-2000179,28.042828,92.22722,30
H-2000179,23.811844,109.232207,31
H-2000179,30.255774,96.941797,32
H-2000179,38.529141,87.68584,33
H-2000179,34.777761,119.0216,34
H-2000180,-3.70471,-50.890093,1
H-2000180,-6.485155,-66.498672,2
H-2000180,-12.451255,-52.17248,3
H-2000180,-20.744865,-39.246876,4
H-2000180,0.059981,-41.357569,5
H-2000180,-18.840002,-35.352721,6
H-2000180,-7.968972,-56.033547,7
H-2000180,-15.48379,-43.527958,8
H-2000180,-15.30059,-43.702505,9
H-2000180,-10.376696,-57.203464,10
H-2000180,-8.622686,-48.522685,11
H-2000180,-10.052883,-44.265537,12
H-2000180,2.326341,-41.223938,13
H-2000180,-4.140991,-38.370551,14
H-2000180,-2.431882,-54.359912,15
H-2000180,-2.796907,-52.427121,16
H-2000180,-19.505301,-52.254915,17
H-2000180,-9.800601,-58.742966,18
H-2000180,-6.592904,-43.800274,19
H-2000180,2.558436,-62.410994,20
H-2000180,-0.234306,-58.850478,21
H-2000180,2.112894,-53.714391,22
H-2000180,-13.582731,-44.915417,23
H-2000180,-3.322591,-49.007608,24
H-2000180,-7.176737,-60.176043,25
H-2000180,-17.774345,-42.683362,26
H-2000180,-2.014309,-56.283336,27
H-2000180,-1.709623,-72.826937,28
H-2000180,-15.767665,-36.298013,29
H-2000180,-10.996988,-50.630793,30
H-2000180,-1.22457,-53.654353,31
H-2000180,-20.487428,-67.270126,32
H-2000180,-5.450257,-59.352265,33
H-2000180,-17.687165,-72.401242,34
H-2000181,24.685744,96.048893,1
H-2000181,34.470586,93.914551,2
H-2000181,22.139233,91.557729,3
H-2000181,25.151959,114.721608,4
H-2000181,35.050401,91.599752,5
H-2000181,36.465605,99.880674,6
H-2000181,27.356326,117.62523,7
H-2000181,33.339954,99.714278,8
H-2000181,37.692682,95.780815,9
H-2000181,22.764011,116.234565,10
H-2000181,22.777565,97.836071,11
H-2000181,36.41843,110.545093,12
H-2000181,24.947682,92.691052,13
H-2000181,29.037174,90.463438,14
H-2000181,24.163938,108.60671,15
H-2000181,32.10931,118.618596,16
H-2000181,38.23325,106.12616,17
H-2000181,32.58413,98.769646,18
H-2000181,26.695799,93.889025,19
H-2000181,27.944745,95.491267,20
H-2000181,22.985578,114.627609,21
H-2000181,33.705246,92.68218,22
H-2000181,38.212565,112.018947,23
H-2000181,29.943785,103.098723,24
H-2000181,27.941144,93.98547,25
H-2000181,27.130987,95.162135,26
H-2000181,24.501887,101.60884,27
H-2000181,31.999578,104.217924,28
H-2000181,38.488925,97.528806,29
