City,Country,Population,Min. Latitude,Max. Latitude,Min. Longitude,Max. Longitude
Lanzhou,China,2628426,38.006219,38.858775,115.68432,117.24937
Yunfu,China,2612800,21.807656,22.66021,117.249371,118.814421
Nanchang,China,2357839,22.660211,23.512766,118.814422,120.379473
Dadonghai,China,2000000,23.512767,24.365322,87.513403,89.078452
Ordos,China,1940653,24.365323,25.217878,89.078453,90.643503
Jilin,China,1881977,25.217879,26.070434,90.643504,92.208554
Bayan Nur,China,1760000,26.070435,26.92299,92.208555,93.773605
Kunshan,China,1600000,26.922991,27.775546,93.773606,95.338656
Xinyang,China,1590668,27.775547,28.628102,95.338657,96.903707
Fushun,China,1400646,28.628103,29.480658,96.903708,98.468758
Luoyang,China,1390581,29.480659,30.333214,98.468759,100.033809
Guankou,China,1380000,30.333215,31.18577,100.03381,101.59886
Handan,China,1358318,31.185771,32.038326,101.598861,103.163911
Baotou,China,1301768,32.038327,32.890882,103.163912,104.728962
Xuchang,China,1265536,32.890883,33.743438,104.728963,106.294013
Yueyang,China,1200000,33.743439,34.595994,106.294014,107.859064
Anshan,China,1199275,34.595995,35.44855,107.859065,109.424115
Tongshan,China,1199193,35.448551,36.301106,109.424116,110.989166
Fuzhou,China,1179720,36.301107,37.153662,110.989167,112.554217
Guiyang,China,1171633,37.153663,38.006218,112.554218,114.119268
Lijiang,China,1137600,38.006219,38.858775,114.119269,115.684319
Datong,China,1052678,21.807656,22.66021,115.68432,117.24937
Changshu City,China,1047700,22.660211,23.512766,117.249371,118.814421
Xianyang,China,1034081,23.512767,24.365322,118.814422,120.379473
Huainan,China,1027655,24.365323,25.217878,87.513403,89.078452
Jieyang,China,1001985,25.217879,26.070434,89.078453,90.643503
Zhu Cheng City,China,1000000,26.070435,26.92299,90.643504,92.208554
Baoding,China,995652,26.922991,27.775546,92.208555,93.773605
Benxi,China,987717,27.775547,28.628102,93.773606,95.338656
Changzhou,China,949018,28.628103,29.480658,95.338657,96.903707
Huaibei,China,903039,29.480659,30.333214,96.903708,98.468758
Kaifeng,China,900000,30.333215,31.18577,98.468759,100.033809
Pingdingshan,China,889675,31.185771,32.038326,100.03381,101.59886
Qiqihar,China,882364,32.038327,32.890882,101.598861,103.163911
Wenzhou,China,865672,32.890883,33.743438,103.163912,104.728962
Zhabei,China,840000,33.743439,34.595994,104.728963,106.294013
Nanning,China,803788,34.595995,35.44855,106.294014,107.859064
Anyang,China,781129,35.448551,36.301106,107.859065,109.424115
Hohhot,China,774477,36.301107,37.153662,109.424116,110.989166
Shangyu,China,770000,37.153663,38.006218,110.989167,112.554217
Xining,China,767531,38.006219,38.858775,112.554218,114.119268
Qinhuangdao,China,759718,21.807656,22.66021,114.119269,115.684319
Hengyang,China,759602,22.660211,23.512766,115.68432,117.24937
Xinxiang,China,743601,23.512767,24.365322,117.249371,118.814421
Hegang,China,743307,24.365323,25.217878,118.814422,120.379473
Langfang,China,720119,25.217879,26.070434,87.513403,89.078452
Zhumadian,China,720000,26.070435,26.92299,89.078453,90.643503
Yantai,China,719332,26.922991,27.775546,90.643504,92.208554
Zhuzhou,China,709358,27.775547,28.628102,92.208555,93.773605
Changzhi,China,699514,28.628103,29.480658,93.773606,95.338656
Zhangjiakou,China,692602,29.480659,30.333214,95.338657,96.903707
Zigong,China,689961,30.333215,31.18577,96.903708,98.468758
Fuxin,China,689050,31.185771,32.038326,98.468759,100.033809
Huangshi,China,688090,32.038327,32.890882,100.03381,101.59886
Liaoyang,China,687890,32.890883,33.743438,101.598861,103.163911
Xiangtan,China,674189,33.743439,34.595994,103.163912,104.728962
Puyang Chengguanzhen,China,666322,34.595995,35.44855,104.728963,106.294013
Nantong,China,666251,35.448551,36.301106,106.294014,107.859064
Mudanjiang,China,665915,36.301107,37.153662,107.859065,109.424115
Guilin,China,649352,37.153663,38.006218,109.424116,110.989166
Zhanjiang,China,637790,38.006219,38.858775,110.989167,112.554217
Zhenjiang,China,632552,21.807656,22.66021,112.554218,114.119268
Dandong,China,631973,22.660211,23.512766,114.119269,115.684319
Shaoguan,China,628749,23.512767,24.365322,115.68432,117.24937
Yancheng,China,628441,24.365323,25.217878,117.249371,118.814421
Panshan,China,625040,25.217879,26.070434,118.814422,120.379473
Haikou,China,615835,26.070435,26.92299,87.513403,89.078452
Taizhou,China,612356,26.922991,27.775546,89.078453,90.643503
Xingtai,China,611739,27.775547,28.628102,90.643504,92.208554
Jinzhou,China,604269,28.628103,29.480658,92.208555,93.773605
Shuangyashan,China,600000,29.480659,30.333214,93.773606,95.338656
Luancheng,China,597130,30.333215,31.18577,95.338657,96.903707
Yingkou,China,591159,31.185771,32.038326,96.903708,98.468758
Zhangzhou,China,589831,32.038327,32.890882,98.468759,100.033809
Bengbu,China,576648,32.890883,33.743438,100.03381,101.59886
Shihezi,China,572772,33.743439,34.595994,101.598861,103.163911
Siping,China,555609,34.595995,35.44855,103.163912,104.728962
Huai'an,China,555230,35.448551,36.301106,104.728963,106.294013
Jiamusi,China,549549,36.301107,37.153662,106.294014,107.859064
Neijiang,China,546854,37.153663,38.006218,107.859065,109.424115
Yangzhou,China,539715,38.006219,38.858775,109.424116,110.989166
Guli,China,536000,21.807656,22.66021,110.989167,112.554217
Tanggu,China,535298,22.660211,23.512766,112.554218,114.119268
Jiangmen,China,532419,23.512767,24.365322,114.119269,115.684319
Cangzhou,China,527681,24.365323,25.217878,115.68432,117.24937
Changde,China,517780,25.217879,26.070434,117.249371,118.814421
Jiaozuo,China,517540,26.070435,26.92299,118.814422,120.379473
Tonghua,China,510000,26.922991,27.775546,87.513403,89.078452
Wuhu,China,507524,27.775547,28.628102,89.078453,90.643503
Zhuhai,China,501199,28.628103,29.480658,90.643504,92.208554
Shashi,China,498780,29.480659,30.333214,92.208555,93.773605
Wuwei,China,493092,30.333215,31.18577,93.773606,95.338656
Qionghai,China,480000,31.185771,32.038326,95.338657,96.903707
Yichang,China,476725,32.038327,32.890882,96.903708,98.468758
Yinchuan,China,475101,32.890883,33.743438,98.468759,100.033809
Jiaojiang,China,470804,33.743439,34.595994,100.03381,101.59886
Zunyi,China,466292,34.595995,35.44855,101.598861,103.163911
Jiaxing,China,466101,35.448551,36.301106,103.163912,104.728962
Liaoyuan,China,465249,36.301107,37.153662,104.728963,106.294013
Xiangyang,China,462956,37.153663,38.006218,106.294014,107.859064
Dadukou,China,461513,38.006219,38.858775,107.859065,109.424115
Hengshui,China,456356,21.807656,22.66021,109.424116,110.989166
Jining,China,450327,22.660211,23.512766,110.989167,112.554217
Wenshan City,China,450000,23.512767,24.365322,112.554218,114.119268
Chengde,China,449325,24.365323,25.217878,114.119269,115.684319
Bei'an,China,436444,25.217879,26.070434,115.68432,117.24937
Luqiao,China,427890,26.070435,26.92299,117.249371,118.814421
Chaozhou,China,424787,26.922991,27.775546,118.814422,120.379473
Shaoxing,China,421283,27.775547,28.628102,87.513403,89.078452
Luohe,China,417356,28.628103,29.480658,89.078453,90.643503
Yangquan,China,413394,29.480659,30.333214,90.643504,92.208554
Chaoyang,China,410005,30.333215,31.18577,92.208555,93.773605
Jixi,China,403759,31.185771,32.038326,93.773606,95.338656
Yangjiang,China,399735,32.038327,32.890882,95.338657,96.903707
Weifang,China,394732,32.890883,33.743438,96.903708,98.468758
Xinpu,China,392444,33.743439,34.595994,98.468759,100.033809
Dezhou,China,379555,34.595995,35.44855,100.03381,101.59886
Zhoukou,China,377061,35.448551,36.301106,101.598861,103.163911
Putian,China,376558,36.301107,37.153662,103.163912,104.728962
Zhangjiakou Shi Xuanhua Qu,China,373422,37.153663,38.006218,104.728963,106.294013
Pingxiang,China,372123,38.006219,38.858775,106.294014,107.859064
Fenghuang,China,370000,21.807656,22.66021,107.859065,109.424115
Zhaoqing,China,361969,22.660211,23.512766,109.424116,110.989166
Huocheng,China,360000,23.512767,24.365322,110.989167,112.554217
Anqing,China,358661,24.365323,25.217878,112.554218,114.119268
Anshun,China,351936,25.217879,26.070434,114.119269,115.684319
Chifeng,China,346654,26.070435,26.92299,115.68432,117.24937
Taihecun,China,345033,26.922991,27.775546,117.249371,118.814421
Shiqi,China,342306,27.775547,28.628102,118.814422,120.379473
Aksu,China,340020,28.628103,29.480658,87.513403,89.078452
Tieling,China,333907,29.480659,30.333214,89.078453,90.643503
Jincheng,China,332650,30.333215,31.18577,90.643504,92.208554
Yanji,China,326957,31.185771,32.038326,92.208555,93.773605
Suizhou,China,323945,32.038327,32.890882,93.773606,95.338656
Shangrao,China,318769,32.890883,33.743438,95.338657,96.903707
Baicheng,China,316970,33.743439,34.595994,96.903708,98.468758
Lianshan,China,313247,34.595995,35.44855,98.468759,100.033809
Wusong,China,312588,35.448551,36.301106,100.03381,101.59886
Jingdezhen,China,310565,36.301107,37.153662,101.598861,103.163911
Shengli,China,306450,37.153663,38.006218,103.163912,104.728962
Yangshuo,China,300000,38.006219,38.858775,104.728963,106.294013
Xinyuan,China,300000,21.807656,22.66021,106.294014,107.859064
Xiuying,China,290000,22.660211,23.512766,107.859065,109.424115
Beihai,China,289568,23.512767,24.365322,109.424116,110.989166
Huizhou,China,289201,24.365323,25.217878,110.989167,112.554217
Chuzhou,China,280582,25.217879,26.070434,112.554218,114.119268
Kashgar,China,274717,26.070435,26.92299,114.119269,115.684319
Linyi,China,270669,26.922991,27.775546,115.68432,117.24937
Chengzhong,China,265886,27.775547,28.628102,117.249371,118.814421
Wuzhou,China,265846,28.628103,29.480658,118.814422,120.379473
Hulan Ergi,China,265344,29.480659,30.333214,87.513403,89.078452
Mianyang,China,264136,30.333215,31.18577,89.078453,90.643503
Tongliao,China,261110,31.185771,32.038326,90.643504,92.208554
Aral,China,260000,32.038327,32.890882,92.208555,93.773605
Karamay,China,260000,32.890883,33.743438,93.773606,95.338656
Jiujiang,China,258807,33.743439,34.595994,95.338657,96.903707
Jining,China,258757,34.595995,35.44855,96.903708,98.468758
Turpan,China,254900,35.448551,36.301106,98.468759,100.033809
Heze,China,254602,36.301107,37.153662,100.03381,101.59886
Laohekou,China,253112,37.153663,38.006218,101.598861,103.163911
Suihua,China,252245,38.006219,38.858775,103.163912,104.728962
Liupanshui,China,251900,21.807656,22.66021,104.728963,106.294013
Nanyang,China,251532,22.660211,23.512766,106.294014,107.859064
Wafangdian,China,250591,23.512767,24.365322,107.859065,109.424115
Rizhao,China,246387,24.365323,25.217878,109.424116,110.989166
Ji'an,China,245000,25.217879,26.070434,110.989167,112.554217
Hebi,China,244662,26.070435,26.92299,112.554218,114.119268
Huayin,China,242488,26.922991,27.775546,114.119269,115.684319
Yibin,China,242111,27.775547,28.628102,115.68432,117.24937
Xiantao,China,239406,28.628103,29.480658,117.249371,118.814421
Yuci,China,235929,29.480659,30.333214,118.814422,120.379473
Linfen,China,232566,30.333215,31.18577,87.513403,89.078452
Liaocheng,China,226930,31.185771,32.038326,89.078453,90.643503
Fendou,China,226298,32.038327,32.890882,90.643504,92.208554
Huanggang,China,225956,32.890883,33.743438,92.208555,93.773605
Jingling,China,224871,33.743439,34.595994,93.773606,95.338656
Tongchuanshi,China,223603,34.595995,35.44855,95.338657,96.903707
Xintai,China,222459,35.448551,36.301106,96.903708,98.468758
Wuxue,China,220661,36.301107,37.153662,98.468759,100.033809
Wuhai,China,218427,37.153663,38.006218,100.03381,101.59886
Jinzhou,China,215386,38.006219,38.858775,101.598861,103.163911
Guangyuan,China,213365,21.807656,22.66021,103.163912,104.728962
Hailar,China,211066,22.660211,23.512766,104.728963,106.294013
Daliang,China,210411,23.512767,24.365322,106.294014,107.859064
Sanming,China,209444,24.365323,25.217878,107.859065,109.424115
Hangu,China,208369,25.217879,26.070434,109.424116,110.989166
Suzhou,China,205130,26.070435,26.92299,110.989167,112.554217
Gaoping,China,204368,26.922991,27.775546,112.554218,114.119268
Daqing,China,203488,27.775547,28.628102,114.119269,115.684319
Yiyang,China,202608,28.628103,29.480658,115.68432,117.24937
Linxia Chengguanzhen,China,202402,29.480659,30.333214,117.249371,118.814421
Yuncheng,China,201950,30.333215,31.18577,118.814422,120.379473
Changji,China,198776,31.185771,32.038326,87.513403,89.078452
Kaiyuan,China,198423,32.038327,32.890882,89.078453,90.643503
Mentougou,China,197772,32.890883,33.743438,90.643504,92.208554
Xinhui,China,195129,33.743439,34.595994,92.208555,93.773605
Ezhou,China,193652,34.595995,35.44855,93.773606,95.338656
Humen,China,191891,35.448551,36.301106,95.338657,96.903707
Haicheng,China,191651,36.301107,37.153662,96.903708,98.468758
Zoucheng,China,190537,37.153663,38.006218,98.468759,100.033809
Wanxian,China,188980,38.006219,38.858775,100.03381,101.59886
Donghai,China,188602,21.807656,22.66021,101.598861,103.163911
Baiyin,China,188533,22.660211,23.512766,103.163912,104.728962
Laizhou,China,188000,23.512767,24.365322,104.728963,106.294013
Zaoyang,China,184509,24.365323,25.217878,106.294014,107.859064
Quanzhou,China,184143,25.217879,26.070434,107.859065,109.424115
Baishan,China,183880,26.070435,26.92299,109.424116,110.989166
Zaozhuang,China,183665,26.922991,27.775546,110.989167,112.554217
Anda,China,181271,27.775547,28.628102,112.554218,114.119268
Shangqiu,China,181218,28.628103,29.480658,114.119269,115.684319
Xianning,China,179494,29.480659,30.333214,115.68432,117.24937
Korla,China,179465,30.333215,31.18577,117.249371,118.814421
Qianjiang,China,179079,31.185771,32.038326,118.814422,120.379473
Chenzhou,China,179038,32.038327,32.890882,87.513403,89.078452
Jingzhou,China,177878,32.890883,33.743438,89.078453,90.643503
Zhenzhou,China,176006,33.743439,34.595994,90.643504,92.208554
Xindi,China,175761,34.595995,35.44855,92.208555,93.773605
Jiutai,China,175115,35.448551,36.301106,93.773606,95.338656
Bozhou,China,174140,36.301107,37.153662,95.338657,96.903707
Licheng,China,172775,37.153663,38.006218,96.903708,98.468758
Weinan,China,172321,38.006219,38.858775,98.468759,100.033809
Nanping,China,171674,21.807656,22.66021,100.03381,101.59886
Dongling,China,171454,22.660211,23.512766,101.598861,103.163911
Fuyang,China,170023,23.512767,24.365322,103.163912,104.728962
Laiyang,China,169594,24.365323,25.217878,104.728963,106.294013
Jingmen,China,167750,25.217879,26.070434,106.294014,107.859064
Fuling,China,166507,26.070435,26.92299,107.859065,109.424115
Gaozhou,China,166069,26.922991,27.775546,109.424116,110.989166
Ulanhot,China,165846,27.775547,28.628102,110.989167,112.554217
Shanwei,China,165699,28.628103,29.480658,112.554218,114.119268
Jiaozhou,China,165026,29.480659,30.333214,114.119269,115.684319
Fendou,China,164844,30.333215,31.18577,115.68432,117.24937
Tongzhou,China,163326,31.185771,32.038326,117.249371,118.814421
Anbu,China,162964,32.038327,32.890882,118.814422,120.379473
Xiaogan,China,160437,32.890883,33.743438,87.513403,89.078452
Qapqal,China,160000,33.743439,34.595994,89.078453,90.643503
Zhicheng,China,159383,34.595995,35.44855,90.643504,92.208554
Huzhou,China,158320,35.448551,36.301106,92.208555,93.773605
Nanpiao,China,157044,36.301107,37.153662,93.773606,95.338656
Yichun,China,155762,37.153663,38.006218,95.338657,96.903707
Lianghu,China,155000,38.006219,38.858775,96.903708,98.468758
Beipiao,China,154999,21.807656,22.66021,98.468759,100.033809
Guangshui,China,154771,22.660211,23.512766,100.03381,101.59886
Leshan,China,154477,23.512767,24.365322,101.598861,103.163911
Zhaodong,China,154406,24.365323,25.217878,103.163912,104.728962
Xinzhou,China,154003,25.217879,26.070434,104.728963,106.294013
Sanshui,China,153714,26.070435,26.92299,106.294014,107.859064
Boshan,China,153596,26.922991,27.775546,107.859065,109.424115
Yangchun,China,153547,27.775547,28.628102,109.424116,110.989166
Linhai,China,152937,28.628103,29.480658,110.989167,112.554217
Dingzhou,China,152934,29.480659,30.333214,112.554218,114.119268
Weihai,China,152595,30.333215,31.18577,114.119269,115.684319
Chenghua,China,152453,31.185771,32.038326,115.68432,117.24937
Deyang,China,152194,32.038327,32.890882,117.249371,118.814421
Yichun,China,152169,32.890883,33.743438,118.814422,120.379473
Longfeng,China,152074,33.743439,34.595994,87.513403,89.078452
Qingyuan,China,151287,34.595995,35.44855,89.078453,90.643503
Gaomi,China,150793,35.448551,36.301106,90.643504,92.208554
Loudi,China,150684,36.301107,37.153662,92.208555,93.773605
Huangyan,China,150448,37.153663,38.006218,93.773606,95.338656
Dunhua,China,148844,38.006219,38.858775,95.338657,96.903707
Yulin,China,148485,21.807656,22.66021,96.903708,98.468758
Chizhou,China,148375,22.660211,23.512766,98.468759,100.033809
Sujiatun,China,148113,23.512767,24.365322,100.03381,101.59886
Honggang,China,147977,24.365323,25.217878,101.598861,103.163911
Qujing,China,146015,25.217879,26.070434,103.163912,104.728962
Hanzhong,China,145986,26.070435,26.92299,104.728963,106.294013
Xinji,China,145911,26.922991,27.775546,106.294014,107.859064
Taishan,China,145440,27.775547,28.628102,107.859065,109.424115
Sanya,China,144753,28.628103,29.480658,109.424116,110.989166
Acheng,China,144665,29.480659,30.333214,110.989167,112.554217
Jinchang,China,144363,30.333215,31.18577,112.554218,114.119268
Meizhou,China,144212,31.185771,32.038326,114.119269,115.684319
Jinhua,China,142206,32.038327,32.890882,115.68432,117.24937
Jieshou,China,141993,32.890883,33.743438,117.249371,118.814421
Gongzhuling,China,140909,33.743439,34.595994,118.814422,120.379473
Shanhaiguan,China,140000,34.595995,35.44855,87.513403,89.078452
Altay,China,139341,35.448551,36.301106,89.078453,90.643503
Huadian,China,139047,36.301107,37.153662,90.643504,92.208554
Fuyu,China,138704,37.153663,38.006218,92.208555,93.773605
Chaohu,China,138463,38.006219,38.858775,93.773606,95.338656
Jieshi,China,137444,21.807656,22.66021,95.338657,96.903707
Jiashan,China,137112,22.660211,23.512766,96.903708,98.468758
Hami,China,137072,23.512767,24.365322,98.468759,100.033809
Shizuishan,China,136570,24.365323,25.217878,100.03381,101.59886
Gejiu,China,136135,25.217879,26.070434,101.598861,103.163911
Jiagedaqi,China,135760,26.070435,26.92299,103.163912,104.728962
Shiqiao,China,135308,26.922991,27.775546,104.728963,106.294013
Dali,China,134040,27.775547,28.628102,106.294014,107.859064
Puqi,China,132891,28.628103,29.480658,107.859065,109.424115
Ankang,China,132654,29.480659,30.333214,109.424116,110.989166
Zhalantun,China,132224,30.333215,31.18577,110.989167,112.554217
Dawukou,China,131880,31.185771,32.038326,112.554218,114.119268
Majie,China,131696,32.038327,32.890882,114.119269,115.684319
Hepo,China,131238,32.890883,33.743438,115.68432,117.24937
Dazhou,China,130749,33.743439,34.595994,117.249371,118.814421
Shuangcheng,China,130710,34.595995,35.44855,118.814422,120.379473
Dongyang,China,130387,35.448551,36.301106,87.513403,89.078452
Jiazi,China,130298,36.301107,37.153662,89.078453,90.643503
Songjiang,China,130218,37.153663,38.006218,90.643504,92.208554
Shangri La,China,130000,38.006219,38.858775,92.208555,93.773605
Wuda,China,129922,21.807656,22.66021,93.773606,95.338656
Leiyang,China,129116,22.660211,23.512766,95.338657,96.903707
Xuanzhou,China,127758,23.512767,24.365322,96.903708,98.468758
Huaihua,China,127322,24.365323,25.217878,98.468759,100.033809
Jiangyou,China,127225,25.217879,26.070434,100.03381,101.59886
Xichang,China,126787,26.070435,26.92299,101.598861,103.163911
Danshui,China,126701,26.922991,27.775546,103.163912,104.728962
Macheng,China,126366,27.775547,28.628102,104.728963,106.294013
Huicheng,China,125919,28.628103,29.480658,106.294014,107.859064
Xiazhen,China,125667,29.480659,30.333214,107.859065,109.424115
Haimen,China,125427,30.333215,31.18577,109.424116,110.989166
Shahecheng,China,125132,31.185771,32.038326,110.989167,112.554217
Suining,China,124924,32.038327,32.890882,112.554218,114.119268
Yushu,China,124736,32.890883,33.743438,114.119269,115.684319
Lecheng,China,124268,33.743439,34.595994,115.68432,117.24937
Laiwu,China,124108,34.595995,35.44855,117.249371,118.814421
Jiupu,China,123843,35.448551,36.301106,118.814422,120.379473
Baoshan,China,123791,36.301107,37.153662,87.513403,89.078452
Luoyang,China,123144,37.153663,38.006218,89.078453,90.643503
Minzhu,China,123018,38.006219,38.858775,90.643504,92.208554
Huangzhou,China,122563,21.807656,22.66021,92.208555,93.773605
Xiulin,China,122411,22.660211,23.512766,93.773606,95.338656
Zhoucun,China,122402,23.512767,24.365322,95.338657,96.903707
Jiayuguan,China,122396,24.365323,25.217878,96.903708,98.468758
Lianhe,China,121367,25.217879,26.070434,98.468759,100.033809
Xilin Hot,China,120965,26.070435,26.92299,100.03381,101.59886
Fengcheng,China,120514,26.922991,27.775546,101.598861,103.163911
Zhaoyuan,China,120000,27.775547,28.628102,103.163912,104.728962
Lhasa,China,118721,28.628103,29.480658,104.728963,106.294013
Puning,China,118023,29.480659,30.333214,106.294014,107.859064
Shunyi,China,117623,30.333215,31.18577,107.859065,109.424115
Longjing,China,117185,31.185771,32.038326,109.424116,110.989166
Qingzhou,China,117056,32.038327,32.890882,110.989167,112.554217
Dasha,China,116307,32.890883,33.743438,112.554218,114.119268
Yakeshi,China,116284,33.743439,34.595994,114.119269,115.684319
Binzhou,China,115893,34.595995,35.44855,115.68432,117.24937
Lengshuijiang,China,115399,35.448551,36.301106,117.249371,118.814421
Tianfu,China,115370,36.301107,37.153662,118.814422,120.379473
Wenchang,China,115000,37.153663,38.006218,87.513403,89.078452
Mingshui,China,114858,38.006219,38.858775,89.078453,90.643503
Yuyao,China,114177,21.807656,22.66021,90.643504,92.208554
Hotan,China,114000,22.660211,23.512766,92.208555,93.773605
Pingshan,China,113631,23.512767,24.365322,93.773606,95.338656
Songyuan,China,113611,24.365323,25.217878,95.338657,96.903707
Maba,China,113609,25.217879,26.070434,96.903708,98.468758
Guangming,China,112819,26.070435,26.92299,98.468759,100.033809
Haikou,China,112644,26.922991,27.775546,100.03381,101.59886
Shaowu,China,112585,27.775547,28.628102,101.598861,103.163911
Kaiyuan,China,112462,28.628103,29.480658,103.163912,104.728962
Beibei,China,112019,29.480659,30.333214,104.728963,106.294013
Dongtai,China,110988,30.333215,31.18577,106.294014,107.859064
Encheng,China,110921,31.185771,32.038326,107.859065,109.424115
Zhuji,China,110721,32.038327,32.890882,109.424116,110.989166
Qingnian,China,110046,32.890883,33.743438,110.989167,112.554217
Mizhou,China,109968,33.743439,34.595994,112.554218,114.119268
Linshui,China,109955,34.595995,35.44855,114.119269,115.684319
Hailun,China,109881,35.448551,36.301106,115.68432,117.24937
Shilong,China,109733,36.301107,37.153662,117.249371,118.814421
Tieli,China,109636,37.153663,38.006218,118.814422,120.379473
Dongxing,China,109561,38.006219,38.858775,87.513403,89.078452
New York - New York,United States,8405837,30.599902,31.214363,-123.986137,-122.372204
Los Angeles - California,United States,3884307,31.214364,31.828825,-122.372203,-120.75827
Chicago - Illinois,United States,2718782,31.828826,32.443287,-120.758269,-119.144337
Houston - Texas,United States,2195914,32.443288,33.05775,-119.144336,-117.530403
Philadelphia - Pennsylvania,United States,1553165,33.057751,33.672212,-117.530402,-115.91647
Phoenix - Arizona,United States,1513367,33.672213,34.286674,-115.916469,-114.302536
San Antonio - Texas,United States,1409019,34.286675,34.901136,-114.302535,-112.688603
San Diego - California,United States,1355896,34.901137,35.515599,-112.688602,-111.074669
Dallas - Texas,United States,1257676,35.5156,36.130061,-111.074668,-109.460736
San Jose - California,United States,998537,36.130062,36.744523,-109.460735,-107.846802
Austin - Texas,United States,885400,36.744524,37.358985,-107.846801,-106.232869
Indianapolis - Indiana,United States,843393,37.358986,37.973448,-106.232868,-104.618935
Jacksonville - Florida,United States,842583,37.973449,38.58791,-104.618934,-103.005001
San Francisco - California,United States,837442,38.587911,39.202372,-103.005,-101.391068
Columbus - Ohio,United States,822553,39.202373,39.816834,-101.391067,-99.777134
Charlotte - North Carolina,United States,792862,39.816835,40.431297,-99.777133,-98.163201
Fort Worth - Texas,United States,792727,40.431298,41.045759,-98.1632,-96.549267
Detroit - Michigan,United States,688701,41.04576,41.660221,-96.549266,-94.935334
El Paso - Texas,United States,674433,41.660222,42.274683,-94.935333,-93.3214
Memphis - Tennessee,United States,653450,42.274684,42.889146,-93.321399,-91.707467
Seattle - Washington,United States,652405,42.889147,43.503608,-91.707466,-90.093533
Denver - Colorado,United States,649495,43.503609,44.11807,-90.093532,-88.479599
Washington - District of Columbia,United States,646449,44.118071,44.732532,-88.479599,-86.865666
Boston - Massachusetts,United States,645966,44.732533,45.346995,-86.865665,-85.251732
Nashville-Davidson - Tennessee,United States,634464,45.346996,45.961457,-85.251731,-83.637799
Baltimore - Maryland,United States,622104,45.961458,46.575919,-83.637798,-82.023865
Oklahoma City - Oklahoma,United States,610613,46.57592,47.190381,-82.023864,-80.409932
Louisville/Jefferson County - Kentucky,United States,609893,47.190382,47.804844,-80.409931,-78.795998
Portland - Oregon,United States,609456,47.804845,48.419306,-78.795997,-77.182065
Las Vegas - Nevada,United States,603488,48.419307,49.033768,-77.182064,-75.568131
Milwaukee - Wisconsin,United States,599164,49.033769,49.648232,-75.56813,-73.954198
Albuquerque - New Mexico,United States,556495,30.599902,31.214363,-73.954197,-72.340264
Tucson - Arizona,United States,526116,31.214364,31.828825,-72.340263,-70.72633
Fresno - California,United States,509924,31.828826,32.443287,-123.986137,-122.372204
Sacramento - California,United States,479686,32.443288,33.05775,-122.372203,-120.75827
Long Beach - California,United States,469428,33.057751,33.672212,-120.758269,-119.144337
Kansas City - Missouri,United States,467007,33.672213,34.286674,-119.144336,-117.530403
Mesa - Arizona,United States,457587,34.286675,34.901136,-117.530402,-115.91647
Virginia Beach - Virginia,United States,448479,34.901137,35.515599,-115.916469,-114.302536
Atlanta - Georgia,United States,447841,35.5156,36.130061,-114.302535,-112.688603
Colorado Springs - Colorado,United States,439886,36.130062,36.744523,-112.688602,-111.074669
Omaha - Nebraska,United States,434353,36.744524,37.358985,-111.074668,-109.460736
Raleigh - North Carolina,United States,431746,37.358986,37.973448,-109.460735,-107.846802
Miami - Florida,United States,417650,37.973449,38.58791,-107.846801,-106.232869
Oakland - California,United States,406253,38.587911,39.202372,-106.232868,-104.618935
Minneapolis - Minnesota,United States,400070,39.202373,39.816834,-104.618934,-103.005001
Tulsa - Oklahoma,United States,398121,39.816835,40.431297,-103.005,-101.391068
Cleveland - Ohio,United States,390113,40.431298,41.045759,-101.391067,-99.777134
Wichita - Kansas,United States,386552,41.04576,41.660221,-99.777133,-98.163201
Arlington - Texas,United States,379577,41.660222,42.274683,-98.1632,-96.549267
New Orleans - Louisiana,United States,378715,42.274684,42.889146,-96.549266,-94.935334
Bakersfield - California,United States,363630,42.889147,43.503608,-94.935333,-93.3214
Tampa - Florida,United States,352957,43.503609,44.11807,-93.321399,-91.707467
Honolulu - Hawaii,United States,347884,44.118071,44.732532,-91.707466,-90.093533
Aurora - Colorado,United States,345803,44.732533,45.346995,-90.093532,-88.479599
Anaheim - California,United States,345012,45.346996,45.961457,-88.479599,-86.865666
Santa Ana - California,United States,334227,45.961458,46.575919,-86.865665,-85.251732
St. Louis - Missouri,United States,318416,46.57592,47.190381,-85.251731,-83.637799
Riverside - California,United States,316619,47.190382,47.804844,-83.637798,-82.023865
Corpus Christi - Texas,United States,316381,47.804845,48.419306,-82.023864,-80.409932
Lexington-Fayette - Kentucky,United States,308428,48.419307,49.033768,-80.409931,-78.795998
Pittsburgh - Pennsylvania,United States,305841,49.033769,49.648232,-78.795997,-77.182065
Anchorage - Alaska,United States,300950,30.599902,31.214363,-77.182064,-75.568131
Stockton - California,United States,298118,31.214364,31.828825,-75.56813,-73.954198
Cincinnati - Ohio,United States,297517,31.828826,32.443287,-73.954197,-72.340264
St. Paul - Minnesota,United States,294873,32.443288,33.05775,-72.340263,-70.72633
Toledo - Ohio,United States,282313,33.057751,33.672212,-123.986137,-122.372204
Greensboro - North Carolina,United States,279639,33.672213,34.286674,-122.372203,-120.75827
Newark - New Jersey,United States,278427,34.286675,34.901136,-120.758269,-119.144337
Plano - Texas,United States,274409,34.901137,35.515599,-119.144336,-117.530403
